Image Link,Name,Location,Type,Avg Cost,Area,Rooms,Description,Page No
https://mediacdn.99acres.com/media1/17301/3/346023292M-1645517990339.jpg,VTP Township Codename Blue Waters,Mahalunge,Apartment,"₹ 99 L₹ 10,855/sq.ft.",912 sq.ft. (85 sq.m.) Carpet Area,3 BHK3 Baths,"VTP Township Codename Blue Waters is a residential project, offering a range of 3 BHK flats in Mahalunge, Pune. It hosts exclusively designed towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 912.0 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Table T...more",98
https://mediacdn.99acres.com/media1/17301/3/346023282M-1645517989813.jpg,VTP Township Codename Blue Waters,Mahalunge,Apartment,"₹ 65 L₹ 10,000/sq.ft.",650 sq.ft. (60 sq.m.) Carpet Area,2 BHK2 Baths,"Live in a world of comfort and style at VTP Township Codename Blue Waters located in Mahalunge, Pune. Book your 2 BHK apartment now. Sprawling across a carpet area of 650.0 sq. ft, it is a ready to move property available for Rs. 65 Lac. All the towers have aesthetically crafted interiors as well as exteriors. The project has the latest Fire Fighting Systems, an exclusive 24x7 Security, Card Ro...more",98
https://mediacdn.99acres.com/media1/17301/3/346023278M-1645517988875.jpg,VTP Township Codename Blue Waters,Mahalunge,Apartment,"₹ 35 L₹ 8,235/sq.ft.",425 sq.ft. (39 sq.m.) Carpet Area,1 BHK,"VTP Township Codename Blue Waters is a residential project, offering a range of 1 BHK flats in Mahalunge, Pune. It hosts exclusively designed towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 1 BHK flat that has a carpet area of 425.0 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Power B...more",98
https://mediacdn.99acres.com/media1/17164/0/343280126M-1644176966340.jpg,5 Star Royal Grande,Wakad,Apartment,₹ 54 L Onwards,605-700 sq.ft. (56-65 sq.m.) Carpet Area,2 BHK2 Baths,"Book your 2 BHK apartment in Wakad, Pune at a price ranging from Rs. 54 Lac to Rs. 62.48 Lac. The 5 Star Royal Grande hosts exclusively designed 3 towers, each presenting an epitome of class and simplicity. The residential apartments have a carpet area of 605.0 sq. ft. to 700.0 sq. ft. and are a ready to move. With an impressive layout and a comprehensive range of amenities, like Garbage Dispos...more",98
https://mediacdn.99acres.com/media1/17117/8/342348332M-1643724266555.jpg,Kolte Patil Western Avenue,Wakad,Apartment,"₹ 84 L₹ 10,653/sq.ft.",788 sq.ft. (73 sq.m.) Carpet Area,3 BHK3 Baths,"Make Kolte Patil Western Avenue your next home. Book your 3 BHK flat in Wakad, Pune. With a carpet area of 788.46 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 3 BHK flat for Rs. 84 Lac. It is a ready to move property which is unique in its perfect harmony of classic form and modern...more",98
https://mediacdn.99acres.com/media1/17300/2/346002622M-1645514551299.jpg,Sapra Power Boulevard,Mundhwa,Apartment,"₹ 1.79 Cr₹ 10,623/sq.ft.","1,685 sq.ft. (157 sq.m.) Super built-up Area",3 BHK3 Baths,"Located at koregoan park nx besides passport office, power boulevard is one of the most premium project . This 3.5 bhk is well ventilated and well lit. 5 daikin ac installed, water boilers, fans, false ceiling in entire flat, italian marble in common areas, modular kitchen fittings with chi,mney & hub, potable ro water, 3 wardrobes, 100 power backup with superior green views from higher floor. ...more",98
https://mediacdn.99acres.com/media1/17172/19/343459072M-1644263179955.jpg,ANP Memento,Bhumkar Nagar,Apartment,₹ 98 L,"1,094 sq.ft. (102 sq.m.) Carpet Area",3 BHK3 Baths,"ANP Memento is a residential project, offering a range of 3 BHK flats in Bhumkar Nagar, Pune. It hosts exclusively designed 4 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 1094.9 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Table Tennis, Jo...more",98
https://mediacdn.99acres.com/media1/17313/17/346277724M-1645614594603.jpg,Linux iOS Tathawade,Tathawade,Apartment,₹ 62.72 L,"1,040 sq.ft. (97 sq.m.) Carpet Area",3 BHK,"Experience a new style of living with Linux iOS Tathawade. It offers an exclusive range of 3 BHK apartments in Tathawade, Pune. Here is a steal deal for you. Book your 3 BHK apartment here at a never before price of Rs. 62.72 Lac. The unit has a carpet area of 1040.0 sq. ft. This is an under construction project. It has been designed keeping every small to large needs of residents in considerat...more",98
https://mediacdn.99acres.com/media1/17313/17/346277696M-1645614593252.jpg,Linux iOS Tathawade,Tathawade,Apartment,₹ 46.2 L,766 sq.ft. (71 sq.m.) Carpet Area,2 BHK2 Baths,"Live in a world of comfort and style at Linux iOS Tathawade located in Tathawade, Pune. Book your 2 BHK apartment now. Sprawling across a carpet area of 766.0 sq. ft, it is an under construction property available for Rs. 46.2 Lac. The project has 1 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive Fire ...more",98
https://mediacdn.99acres.com/media1/17313/17/346277688M-1645614593246.jpg,Linux iOS Tathawade,Tathawade,Apartment,₹ 33 L,435 sq.ft. (40 sq.m.) Carpet Area,1 BHK1 Bath,"Linux iOS Tathawade is a residential project, offering a range of 1 BHK flats in Tathawade, Pune. It hosts exclusively designed 1 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 1 BHK flat that has a carpet area of 435.0 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like 24/7 Power Ba...more",98
https://mediacdn.99acres.com/media1/17220/0/344400090M-1644680343596.jpg,Puraniks Abitante1.8 ★,Bavdhan,Apartment,"₹ 77.74 L₹ 9,200/sq.ft.",844 sq.ft. (78 sq.m.) Carpet Area,3 BHK,"Book your 3 BHK apartment in Puraniks Abitante, Bavdhan, Pune. Having a carpet area of 844.97 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Amphitheatre, Aerobics Centre...more",98
https://mediacdn.99acres.com/media1/17220/0/344400088M-1644680343601.jpg,Puraniks Abitante1.8 ★,Bavdhan,Apartment,"₹ 62.31 L₹ 9,006/sq.ft.",691 sq.ft. (64 sq.m.) Carpet Area,2 BHK2 Baths,"Puraniks Abitante is an under construction project, offering a great 2 BHK flat in Bavdhan, Pune. The unit has a carpet area of 691.8 sq. ft. and is available at a price of Rs. 62.31 Lac. Puraniks Abitante is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as 24/7 Water Supply, Garbage Disposal, Entrance Lobby, Tod...more",99
https://mediacdn.99acres.com/media1/17220/0/344400086M-1644680343596.jpg,Puraniks Abitante1.8 ★,Bavdhan,Apartment,"₹ 43 L₹ 8,811/sq.ft.",488 sq.ft. (45 sq.m.) Carpet Area,1 BHK1 Bath,"Puraniks Abitante is a residential project, offering a range of 1 BHK flats in Bavdhan, Pune. It hosts exclusively designed 8 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 1 BHK flat that has a carpet area of 488.0 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Gymnasium, Toddle...more",99
https://mediacdn.99acres.com/media1/17193/15/343875956M-1644433200911.jpg,Kasturi Eon Homes,Phase-3 Hinjewadi,Apartment,"₹ 82.39  - 94.49 L₹ 10,052/sq.ft.",824-935 sq.ft. (77-87 sq.m.) Carpet Area,2 BHK2 Baths,"Kasturi Eon Homes offers 2 BHK apartments in Phase-3 Hinjewadi , Pune, at an affordable price range of Rs. 82.39 Lac to Rs. 94.49 Lac. These are an under construction apartments spreading across a carpet area of 824.0 sq. ft. - 935.0 sq. ft. There are a total of 12 towers in the project. The project offers inclusion of essential amenities like Garbage Disposal, CCTV Camera Security, Theatre, Ba...more",99
https://mediacdn.99acres.com/media1/17265/8/345308408M-1645159191136.jpg,Rama Melange Residences4.6 ★,Hinjewadi,Apartment,"₹ 65.23 L₹ 5,324/sq.ft.","1,225 sq.ft. (114 sq.m.) Super built-up Area",3 BHK3 Baths,"Make Rama Melange Residences your next home. Book your 3 BHK flat in Hinjewadi, Pune. With a super built-up area of 1225.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 3 BHK flat for Rs. 65.23 Lac. It is a ready to move property which is unique in its perfect harmony of classic for...more",99
https://mediacdn.99acres.com/media1/17349/14/346994030M-1645993890955.jpg,Keywest The Balmoral Riverside,Baner,Apartment,₹ 4 Cr,"3,037 sq.ft. (282 sq.m.) Carpet Area",5 BHK5 Baths,"Book your 5 BHK apartment in Keywest The Balmoral Riverside, Baner, Pune. Having a carpet area of 3037.9 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Landscape Garden, ...more",99
https://mediacdn.99acres.com/media1/17349/14/346994028M-1645993855592.jpg,Keywest The Balmoral Riverside,Baner,Apartment,₹ 2.6 Cr,"1,608 sq.ft. (149 sq.m.) Carpet Area",4 BHK4 Baths,"Keywest The Balmoral Riverside is a residential project, offering a range of 4 BHK flats in Baner, Pune. It hosts exclusively designed 6 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 4 BHK flat that has a carpet area of 1608.99 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Car ...more",99
https://mediacdn.99acres.com/media1/17349/14/346994026M-1645993890954.jpg,Keywest The Balmoral Riverside,Baner,Apartment,₹ 1.88 Cr,"1,176 sq.ft. (109 sq.m.) Carpet Area",3 BHK3 Baths,"Book your 3 BHK flat in Baner, Pune with Keywest The Balmoral Riverside. It has a carpet area of 1176.06 sq. ft. and is available at a price of Rs. 1.88 Crore.

It is an under construction property. Keywest The Balmoral Riverside has 6 towers and features an array of facilities including a Car Parking, Fire Fighting Systems, Letter Box, Name Plates and Video Door Security. Lifts are available too.more",99
https://mediacdn.99acres.com/media1/17349/13/346993934M-1645993673558.jpg,Supreme Estia,Baner,Apartment,"₹ 2.65 Cr₹ 14,250/sq.ft.","1,859 sq.ft. (173 sq.m.) Carpet Area",4 BHK4 Baths,"Book your 4 BHK flat in Baner, Pune with Supreme Estia. It has a carpet area of 1859.59 sq. ft. and is available at a price of Rs. 2.65 Crore.

It is an under construction property. Supreme Estia has 5 towers and features an array of facilities including a Senior Citizen Sitout, Open Space, Banquet Hall, Swimming Pool and Toddler Pool. Lifts are available too.more",99
https://mediacdn.99acres.com/media1/17349/13/346993932M-1645993673554.jpg,Supreme Estia,Baner,Apartment,"₹ 1.4 Cr₹ 15,572/sq.ft.",899 sq.ft. (84 sq.m.) Carpet Area,3 BHK3 Baths,"Live in a world of comfort and style at Supreme Estia located in Baner, Pune. Book your 3 BHK apartment now. Sprawling across a carpet area of 899.0 sq. ft, it is an under construction property available for Rs. 1.4 Crore. The project has 5 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive Grocery Shop, ...more",99
https://mediacdn.99acres.com/media1/17349/13/346993928M-1645993673542.jpg,Supreme Estia,Baner,Apartment,"₹ 94 L₹ 14,071/sq.ft.",668 sq.ft. (62 sq.m.) Carpet Area,2 BHK2 Baths,"Book your 2 BHK flat in Baner, Pune with Supreme Estia. It has a carpet area of 668.0 sq. ft. and is available at a price of Rs. 94 Lac.

It is an under construction property. Supreme Estia has 5 towers and features an array of facilities including a Rain Water Harvesting, Yoga/Meditation Area, Grocery Shop, Landscape Garden and Paved Compound. Lifts are available too.more",99
https://mediacdn.99acres.com/media1/17349/13/346993784M-1645993131982.jpg,Mantra Sky Tower,Akurdi,Apartment,₹ 1.63 Cr,"1,579 sq.ft. (147 sq.m.) Carpet Area",5 BHK,"Mantra Sky Tower is a new launch project, offering a great 5 BHK flat in Akurdi, Pune. The unit has a carpet area of 1579.0 sq. ft. and is available at a price of Rs. 1.63 Crore. Mantra Sky Tower is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Fire Fighting Systems, Lift(s), Landscape Garden, Internal Street ...more",99
https://mediacdn.99acres.com/media1/17349/13/346993782M-1645993131987.jpg,Mantra Sky Tower,Akurdi,Apartment,₹ 1 Cr,989 sq.ft. (92 sq.m.) Carpet Area,3 BHK,"Experience a new style of living with Mantra Sky Tower. It offers an exclusive range of 3 BHK apartments in Akurdi, Pune. Here is a steal deal for you. Book your 3 BHK apartment here at a never before price of Rs. 1 Crore. The unit has a carpet area of 989.0 sq. ft. This is a new launch project. It has been designed keeping every small to large needs of residents in consideration. Plus, a compr...more",99
https://mediacdn.99acres.com/media1/17349/13/346993780M-1645993131984.jpg,Mantra Sky Tower,Akurdi,Apartment,₹ 80 L,790 sq.ft. (73 sq.m.) Carpet Area,2 BHK,"Mantra Sky Tower offers 2 BHK flats in Akurdi, Pune. These are a new launch flats. There are a total of 6 towers in the project. The project is a nicely designed and offers an excellent infrastructure to the residents. It spreads across a carpet area of 790.0 sq. ft. You can now get it for Rs. 80 Lac. Mantra Sky Tower offers inclusion of essential amenities like Fire Fighting Systems, Indoor Ga...more",99
https://mediacdn.99acres.com/media1/17322/8/346448584M-1645696598369.jpg,VTP Hilife,Wakad,Apartment,"₹ 94.5 L - 1.46 Cr₹ 13,875/sq.ft.","681-1,054 sq.ft. (63-98 sq.m.) Carpet Area",3 BHK3 Baths,"Live in a world of comfort and style at VTP Hilife, located in Wakad, Pune. Book your 3 BHK apartment now. Sprawling across a carpet area of 681.14 sq. ft. - 1054.0 sq. ft., these are an under construction apartments. These are available at a price range of Rs. 94.5 Lac to Rs. 1.46 Crore. All the 6 towers have with aesthetically crafted interiors as well as exteriors. The project has the latest...more",99
https://mediacdn.99acres.com/media1/17322/7/346447234M-1645696400157.jpg,VTP Hilife,Wakad,Apartment,"₹ 65.02 L - 1.32 Cr₹ 12,311/sq.ft.","528-1,067 sq.ft. (49-99 sq.m.) Carpet Area",2 BHK2 Baths,"Let your dream of owning a flat come true with VTP Hilife. It offers an exclusive range of 2 BHK flats in Wakad, Pune. They are available at price of Rs. 65.02 Lac - Rs. 1.32 Crore and have a carpet area of 528.29 sq. ft. to 1067.78 sq. ft. The project is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as features many more attracti...more",99
